FileName,Size,Type,CompressionRatio,EncodedTreeSize,TextToTreeDuration,CompressionTime,DecompressionTime,CompressedSize
Seymour v Australian Broadcasting Commission (1977) 19 NSWLR 219.txt,612,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9052287581699345,778,00:00:00.7062780,00:00:00.0001520,00:00:00.0000700,1166
Documentation-blockdev-drbd-README.txt,612,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.8480392156862746,804,00:00:00.6854670,00:00:00.0001730,00:00:00.0000700,1131
Minister for Local Government v South Sydney City Council [2002] NSWCA 288 ; 55 NSWLR 381.txt,618,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.7944983818770226,771,00:00:00.6934990,00:00:00.0001580,00:00:00.0000700,1109
NuLife Insurance Ltd v Norwich Union Life Australia Ltd [2005] FCA 1635.txt,619,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.7996768982229403,790,00:00:00.7021060,00:00:00.0002410,00:00:00.0000750,1114
Evans Medical Ltd's Patent [1998] RPC 517.txt,631,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.740095087163233,794,00:00:00.6949980,00:00:00.0001580,00:00:00.0000800,1098
arch-parisc-math-emu-README,634,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.971608832807571,841,00:00:00.6968000,00:00:00.0002140,00:00:00.0000740,1250
Deputy Commissioner of Taxation v Lanstel Pty Ltd (1996) 22 ACSR 314.txt,667,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.871064467766117,868,00:00:00.7021980,00:00:00.0001820,00:00:00.0000770,1248
Anthony Hordern and Sons Ltd v Amalgamated Clothing and Allied Trades Union of Australia [1932] HCA 9 ; (1932) 47 CLR 1.txt,674,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9362017804154303,855,00:00:00.6968300,00:00:00.0002040,00:00:00.0000740,1305
Jones v Australian Competition &amp; Consumer Commission [2002] FCA 1054 ; 76 ALD 424.txt,675,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9037037037037037,868,00:00:00.6988130,00:00:00.0002670,00:00:00.0000840,1285
Advanced Building Systems Pty Ltd v Ramset Fasteners (Aust) Pty Ltd [1998] HCA 19 ; (1998) 194 CLR 171.txt,695,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9453237410071942,923,00:00:00.7033710,00:00:00.0002880,00:00:00.0000940,1352
Boughey v The Queen [1986] HCA 29 ; (1986) 161 CLR 10.txt,722,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,2.0581717451523547,963,00:00:00.7297640,00:00:00.0001840,00:00:00.0000860,1486
TPC v Mobil Oil Australia Limited [1984] FCA 363 ; (1985) 4 FCR 296.txt,723,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.8091286307053942,906,00:00:00.7031040,00:00:00.0001440,00:00:00.0000770,1308
Ting v Blanche [1993] FCA 524 ; (1993) 118 ALR 543.txt,731,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.7701778385772913,941,00:00:00.7050420,00:00:00.0001470,00:00:00.0000860,1294
Documentation-isdn-README.FAQ,733,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.8663028649386084,990,00:00:00.6933680,00:00:00.0002090,00:00:00.0000810,1368
Kortz Ltd v Data Acquisition Pty Ltd [2006] FCA 1722 ; (2006) 155 FCR 556.txt,750,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.8413333333333333,941,00:00:00.7077980,00:00:00.0001700,00:00:00.0000850,1381
Director of Consumer Affairs v City Finance Loans (Credit) [2005] VCAT 1989.txt,751,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9600532623169107,966,00:00:00.7033110,00:00:00.0001360,00:00:00.0000840,1472
Journal Pre-proof Atypical lung feature on chest CT in a lung adenocarcinoma cancer patient infected with COVID-19 Letters Atypical lung feature on chest CT in a lung adenocarcinoma cancer patient infected with COVID-19.txt,784,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/research_papers,1.8903061224489797,1031,00:00:00.7012730,00:00:00.0002200,00:00:00.0000880,1482
Slack v Bottoms English Solicitors [2003] FCA 1337.txt,785,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.8063694267515924,1020,00:00:00.7157640,00:00:00.0001490,00:00:00.0000850,1418
Australian Conservation Foundation v Forestry Commission (1988) 81 ALR 166.txt,787,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.8513341804320202,1034,00:00:00.7196320,00:00:00.0003910,00:00:00.0001050,1457
VUAX v Minister for Immigration &amp; Multicultural &amp; Indigenous Affairs [2004] FCAFC 158.txt,819,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6117216117216118,1022,00:00:00.7225090,00:00:00.0009600,00:00:00.0000860,1320
Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (2007) 159 FCR 397.txt,843,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9157769869513641,1089,00:00:00.7254440,00:00:00.0002380,00:00:00.0000850,1615
Documentation-nios2-README,862,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.6612529002320187,1127,00:00:00.7106680,00:00:00.0004450,00:00:00.0002000,1432
NBKM v Minister for Immigration and Citizenship [2007] FCA 1413.txt,875,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6594285714285715,1116,00:00:00.7077810,00:00:00.0002000,00:00:00.0000920,1452
Rickard Constructions Pty Ltd v Rickard Hails Moretti Pty Ltd [2004] NSWSC 1041 ; (2004) 220 ALR 267.txt,882,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9229024943310657,1133,00:00:00.7048240,00:00:00.0003360,00:00:00.0001060,1696
Revis v Murphy [2008] FMCA 1638.txt,885,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.5740112994350282,1115,00:00:00.7089920,00:00:00.0002660,00:00:00.0000820,1393
SZMZV v Minister for Immigration and Citizenship [2009] FMCA 617.txt,904,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6438053097345133,1145,00:00:00.7219340,00:00:00.0002220,00:00:00.0000810,1486
Plaintiff S157 of 2002 v Commonwealth of Australia [2003] HCA 2 ; (2003) 211 CLR 476.txt,914,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.5076586433260395,1164,00:00:00.7122610,00:00:00.0002430,00:00:00.0000770,1378
Bromley London Borough Council v Greater London Council [1983] 1 AC 768.txt,917,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.78298800436205,1142,00:00:00.7101140,00:00:00.0000790,00:00:00.0001630,1635
R v Macfarlane; Ex parte O'Flanagan [1923] HCA 39 ; (1923) 32 CLR 518.txt,933,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.7502679528403,1205,00:00:00.7214770,00:00:00.0015850,00:00:00.0001110,1633
drivers-bcma-README,956,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.74163179916318,1275,00:00:00.7129170,00:00:00.0003030,00:00:00.0001040,1665
Building Workers' Industrial Union of Australia and Others v Odco Pty Ltd (1991) 29 FCR 104.txt,966,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.7091097308488612,1206,00:00:00.7127020,00:00:00.0002650,00:00:00.0001020,1651
Macquarie Bank Ltd v Seagle [2005] FCA 1239 ; (2005) 146 FCR 400.txt,976,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.5717213114754098,1303,00:00:00.7197390,00:00:00.0004610,00:00:00.0000970,1534
arch-cris-boot-compressed-README,991,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.729566094853683,1317,00:00:00.7103920,00:00:00.0003370,00:00:00.0001010,1714
Prasad v Minister for Immigration &amp; Ethnic Affairs (1985) 6 FCR 155.txt,1030,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6844660194174756,1326,00:00:00.7329200,00:00:00.0003370,00:00:00.0000960,1735
tools-tracing-rtla-README.txt,1031,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.5383123181377303,1314,00:00:00.7095830,00:00:00.0002260,00:00:00.0000950,1586
drivers-parisc-README.dino,1044,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.7337164750957854,1360,00:00:00.7041640,00:00:00.0003240,00:00:00.0001170,1810
tools-verification-rv-README.txt,1066,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.5647279549718573,1345,00:00:00.6923810,00:00:00.0001960,00:00:00.0000850,1668
Mills v Meeking [1990] HCA 6 ; (1990) 169 CLR 214.txt,1072,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.8582089552238805,1374,00:00:00.7114830,00:00:00.0002850,00:00:00.0001040,1992
Minister for Immigration and Multicultural Affairs v SZFDE [2006] FCAFC 142.txt,1103,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6708975521305531,1392,00:00:00.7176050,00:00:00.0003720,00:00:00.0001010,1843
Ian David Morwood v Chemdata Pty Ltd [1998] FCA 194.txt,1105,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.5393665158371042,1416,00:00:00.7120730,00:00:00.0006440,00:00:00.0001050,1701
Documentation-isdn-README.fax,1111,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.658865886588659,1511,00:00:00.7148340,00:00:00.0005270,00:00:00.0001010,1843
tools-io_uring-README,1112,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.724820143884892,1493,00:00:00.7119840,00:00:00.0002160,00:00:00.0001050,1918
NBKT v Minister for Immigration and Multicultural Affairs [2006] FCAFC 195 ; (2006) 156 FCR 419.txt,1143,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6859142607174102,1427,00:00:00.7156970,00:00:00.0003480,00:00:00.0001130,1927
"Ragata Develpopments Pty Ltd v Westpac Banking Corporation (unreported, Federal Court of Australia, Davies J, 5 March 1993).txt",1149,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.9025239338555266,1498,00:00:00.7158880,00:00:00.0003000,00:00:00.0001100,2186
Australian Coal and Shale Employees' Federation v Commonwealth [1953] HCA 25 ; (1953) 94 CLR 621.txt,1167,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.7300771208226222,1491,00:00:00.7191790,00:00:00.0003620,00:00:00.0001230,2019
tools-testing-selftests-zram-README,1167,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.7712082262210798,1521,00:00:00.7019480,00:00:00.0001710,00:00:00.0000960,2067
United States Sunset Review of Anti-Dumping Duties on Corrosion-Resistant Carbon Steel Flat Products from Japan (AB-2003-5).txt,1175,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.803404255319149,1506,00:00:00.7290350,00:00:00.0003510,00:00:00.0001160,2119
Allstate Life Insurance Co v ANZ Banking Group Ltd [1995] FCA 660.txt,1196,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.794314381270903,1546,00:00:00.7221810,00:00:00.0002120,00:00:00.0001130,2146
Sebastian v Minister for Immigration and Multicultural and Indigenous Affairs [2005] FCAFC 31.txt,1213,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6347897774113767,1502,00:00:00.7386110,00:00:00.0013690,00:00:00.0001250,1983
Documentation-frv-README.txt,1215,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.365432098765432,1514,00:00:00.7056930,00:00:00.0004710,00:00:00.0001040,1659
"Sharpe v Goodhew (unreported, FCA, Drummond J, Q I6 of 1989, 11 December 1992).txt",1224,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.7377450980392157,1570,00:00:00.7234560,00:00:00.0005500,00:00:00.0001340,2127
Adelaide Stevedoring Co Ltd v Forst [1940] HCA 45 ; (1940) 64 CLR 538.txt,1234,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6345218800648298,1543,00:00:00.7200870,00:00:00.0005380,00:00:00.0001140,2017
Documentation-bpf-README.rst,1234,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.6442463533225284,1590,00:00:00.7009710,00:00:00.0002510,00:00:00.0000920,2029
SZFNX v Minister for Immigration and Citizenship [2007] FCA 1980.txt,1246,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.550561797752809,1563,00:00:00.7226900,00:00:00.0013800,00:00:00.0001220,1932
Norm Engineering Pty Ltd v Digga Australia Pty Ltd (2007) 162 FCR 1.txt,1250,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6432,1582,00:00:00.7318620,00:00:00.0006420,00:00:00.0001170,2054
Documentation-ia64-README,1269,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.4988179669030732,1622,00:00:00.7060890,00:00:00.0005380,00:00:00.0001060,1902
SZDPY v Minister for Immigration and Multicultural Affairs and Indigenous [2006] FMCA 10.txt,1318,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6532625189681336,1697,00:00:00.7207900,00:00:00.0006650,00:00:00.0001310,2179
arch-m68k-fpsp040-README,1391,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.5406182602444285,1739,00:00:00.7568810,00:00:00.0005820,00:00:00.0001130,2143
arch-mips-kvm-00README.txt,1408,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.6690340909090908,1865,00:00:00.7260920,00:00:00.0013250,00:00:00.0001420,2350
Macleay Nominees Pty Ltd v Belle Property East Pty Ltd [2001] NSWSC 743.txt,1484,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6159029649595686,1900,00:00:00.7327280,00:00:00.0007040,00:00:00.0001300,2398
Bailey &amp; Co Ltd v Balholm Securities Ltd.txt,1486,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6574697173620458,1912,00:00:00.7347430,00:00:00.0009280,00:00:00.0002100,2463
Tripodi v R [1961] HCA 22 ; (1961) 104 CLR 1.txt,1508,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6737400530503979,1972,00:00:00.7430660,00:00:00.0017860,00:00:00.0001550,2524
"R v Macraild (unreported, NSW Court of Criminal Appeal, Sully, Dunford and Simpson JJ, 18 December 1997).txt",1508,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6737400530503979,1972,00:00:00.7414240,00:00:00.0010710,00:00:00.0001490,2524
Tailby v Official Receiver (1888) 13 App Cas 523.txt,1508,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.5616710875331565,1944,00:00:00.7370850,00:00:00.0006230,00:00:00.0001210,2355
Jianshe Southern Pty Ltd v Turnbull Cooktown Pty Ltd (No 2) [2007] FCA 903.txt,1523,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.701247537754432,2017,00:00:00.7410810,00:00:00.0006230,00:00:00.0001450,2591
drivers-gpu-drm-i915-gt-shaders-README,1625,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.4498461538461538,2004,00:00:00.7187330,00:00:00.0012550,00:00:00.0001270,2356
Vaccines Produced by Conventional Means to Control Major Infectious Diseases of Man and Animals.txt,1647,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/research_papers,1.621129326047359,2104,00:00:00.7217210,00:00:00.0004920,00:00:00.0001260,2670
drivers-char-mwave-README,1649,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.328077622801698,2030,00:00:00.7215520,00:00:00.0019860,00:00:00.0001170,2190
Echo Tasmania Pty Ltd v Imperial Chemical Industries PLC [2008] FCAFC 58.txt,1658,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6791314837153197,2091,00:00:00.7466850,00:00:00.0009090,00:00:00.0001590,2784
Australian Competition &amp; Consumer Commission v Advanced Medical Institute Pty Ltd (2005) FCA 366.txt,1677,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.6332737030411448,2163,00:00:00.7429510,00:00:00.0017640,00:00:00.0001680,2739
Klewer v Dutch [2000] FCA 509 ; (2000) 99 FCR 217.txt,1699,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.5615067686874633,2114,00:00:00.7421970,00:00:00.0006860,00:00:00.0001410,2653
drivers-lguest-README,1713,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.6806771745475773,2287,00:00:00.7848960,00:00:00.0009240,00:00:00.0001460,2879
Yorke v Lucas [1985] HCA 65 ; (1985) 158 CLR 661.txt,1755,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/legal_papers,1.429059829059829,2224,00:00:00.7405360,00:00:00.0031970,00:00:00.0001400,2508
firmware-README.AddingFirmware,1760,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.559090909090909,2241,00:00:00.7390740,00:00:00.0008150,00:00:00.0001430,2744
tools-arch-x86-dell-uart-backlight-emulator-README,1770,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.635952515545506,2358,00:00:00.7458050,00:00:00.0010260,00:00:00.0001560,2894
tools-thermal-tmon-README,1775,/Users/marekberan/Code/SP/tree-compression/src/ConsoleApp/bin/Debug/net9.0/Resources/Texts/technical_docs/kernel_docs,1.6219718309859155,2244,00:00:00.7331430,00:00:00.0006970,00:00:00.0001380,2879
